1.25376,0,0,0,0,1
1.369727,0,0,0,0,1
1.535673,1,0,0,0,0
1.653593,1,0,0,0,0
2.181494,0,0,0,1,0
2.529394,0,1,0,0,0
2.844161,0,0,0,0,1
3.059527,1,0,0,0,0
3.705627,0,0,0,1,0
3.88786,0,0,0,0,1
4.070094,0,1,0,0,0
4.202678,0,0,0,0,1
4.550527,0,1,0,0,0
4.865294,0,1,0,0,0
5.047712,0,1,0,0,0
5.229761,0,0,0,0,1
5.362294,0,1,0,0,0
5.561152,0,0,0,0,1
5.892428,0,1,0,0,0
6.190719,0,1,0,0,0
6.372915,0,1,0,0,0
6.522468,0,0,0,0,1
6.721388,0,1,0,0,0
6.869863,0,0,0,0,1
7.217762,0,1,0,0,0
7.516762,0,1,0,0,0
7.699237,0,1,0,0,0
7.864668,0,0,0,0,1
8.032404,0,1,0,0,0
8.16432,0,0,0,0,1
8.52878,0,1,0,0,0
8.860795,0,1,0,0,0
9.042346,0,1,0,0,0
9.191467,0,0,0,0,1
9.373679,0,1,0,0,0
9.522829,0,0,0,0,1
9.854289,0,1,0,0,0
10.19244,0,1,0,0,0
10.39124,0,1,0,0,0
10.54034,0,0,0,0,1
10.70601,0,1,0,0,0
10.88886,0,0,0,0,1
11.20301,0,1,0,0,0
11.55102,0,1,0,0,0
11.73399,0,1,0,0,0
11.89881,0,0,0,0,1
12.08555,0,1,0,0,0
12.21809,0,0,0,0,1
12.56599,0,1,0,0,0
12.86462,0,1,0,0,0
13.03009,0,1,0,0,0
13.19644,0,0,0,0,1
13.37775,0,1,0,0,0
13.51034,0,0,0,0,1
13.84176,0,1,0,0,0
14.17362,0,1,0,0,0
14.35532,0,0,0,0,1
14.53801,0,0,0,0,1
14.75318,1,0,0,0,0
14.91845,1,0,0,0,0
15.20012,0,0,0,1,0
15.53158,0,1,0,0,0
15.86275,0,0,0,0,1
16.17752,1,0,0,0,0
16.34388,0,0,0,1,0
17.05601,0,0,0,0,1
17.50287,0,0,0,0,1
17.68556,0,0,0,1,0
17.8839,0,0,1,0,0
18.01644,1,0,0,0,0
18.21523,0,1,0,0,0
18.6796,0,0,0,0,1
19.027,1,0,0,0,0
19.19267,0,1,0,0,0
19.34177,0,0,0,1,0
19.49161,0,1,0,0,0
19.68967,0,0,0,1,0
20.02136,0,0,0,0,1
20.35234,1,0,0,0,0
21.01501,0,0,1,0,0
21.21381,0,0,0,0,1
21.51201,0,0,0,0,1
21.69424,1,0,0,0,0
21.87647,1,0,0,0,0
22.22438,1,0,0,0,0
22.35725,0,0,0,0,1
22.67168,1,0,0,0,0
23.00349,0,0,0,0,1
23.68797,0,0,0,0,1
24.00363,1,0,0,0,0
24.35112,0,0,0,0,1
24.48331,0,1,0,0,0
24.68214,0,0,0,1,0
24.79794,0,1,0,0,0
25.01345,0,0,0,1,0
25.36162,0,0,0,0,1
25.70911,1,0,0,0,0
26.32208,0,0,0,0,1
26.53758,0,0,0,0,1
26.83565,0,0,0,0,1
27.01788,1,0,0,0,0
27.28295,1,0,0,0,0
27.49855,1,0,0,0,0
27.71368,0,0,0,0,1
28.19411,0,0,0,0,1
28.37642,0,0,0,1,0
28.54202,0,0,1,0,0
28.67455,1,0,0,0,0
28.88992,0,1,0,0,0
29.05559,0,0,0,0,1
29.37035,1,0,0,0,0
29.66912,0,1,0,0,0
29.83471,0,0,0,1,0
30.03334,0,1,0,0,0
30.18213,0,0,0,1,0
30.36436,0,0,0,0,1
30.67976,1,0,0,0,0
30.99476,0,0,1,0,0
31.65656,0,0,0,0,1
31.85574,0,0,0,0,1
32.15356,1,0,0,0,0
32.3358,1,0,0,0,0
32.56774,1,0,0,0,0
32.8496,0,0,0,0,1
33.03199,0,0,0,0,1
33.3473,0,0,0,1,0
33.67794,0,0,1,0,0
33.96012,1,0,0,0,0
34.35794,0,1,0,0,0
34.6883,0,0,0,1,0
35.02021,0,0,0,0,1
35.18539,1,0,0,0,0
35.36947,0,0,0,0,1
35.51857,1,0,0,0,0
35.71737,0,0,0,0,1
36.03214,1,0,0,0,0
36.3469,0,0,1,0,0
37.00959,0,1,0,0,0
37.19182,0,0,0,1,0
37.50659,0,0,1,0,0
37.68883,1,0,0,0,0
37.93733,0,1,0,0,0
38.23585,0,0,1,0,0
38.38464,0,0,0,0,1
39.66072,0,0,0,1,1
39.84262,1,0,0,0,0
40.04132,0,0,0,0,1
40.37301,0,1,0,0,0
40.52204,0,0,0,0,1
40.70427,0,0,0,0,0
41.08503,0,0,0,0,1
41.23414,1,0,0,0,0
41.38323,0,0,0,0,1
41.54889,0,0,0,0,0
41.69809,0,0,0,1,0
41.86367,1,0,0,0,0
42.013,0,0,1,0,0
42.37724,0,0,0,0,0
42.5101,0,0,0,0,1
42.67593,1,0,0,0,0
43.03991,0,0,0,0,1
43.17252,0,0,0,0,0
43.35485,0,0,0,0,1
43.50378,0,1,0,0,0
43.88493,0,0,0,0,1
44.03392,0,0,0,0,0
44.18332,0,0,0,0,1
44.33212,1,0,0,0,0
44.53091,0,0,0,1,0
44.68011,0,0,0,0,0
45.0617,0,0,1,0,0
45.24355,1,0,0,0,0
45.39304,0,0,0,0,1
45.69058,0,0,0,0,0
45.85624,0,0,0,0,1
46.03871,0,1,0,0,0
46.38653,0,0,0,0,1
46.51932,0,0,0,0,0
46.68458,0,0,0,0,1
47.03708,1,0,0,0,0
47.17406,0,0,0,0,1
47.33927,0,0,0,0,0
47.68699,0,0,0,1,0
47.81952,1,0,0,0,0
48.00517,0,0,1,0,0
48.37019,0,0,0,0,0
48.51123,0,0,0,0,1
48.69391,1,0,0,0,0
48.85875,0,0,0,0,1
49.04116,0,0,0,0,0
49.20667,0,0,0,0,1
49.3393,0,1,0,0,0
49.50485,0,0,0,0,1
49.68709,0,0,0,0,0
49.81962,0,0,0,0,0
50.01843,0,0,0,0,0
50.33321,1,0,0,0,0
50.56573,1,0,0,0,0
50.81424,1,0,0,0,0
51.03099,1,0,0,0,0
